site,id_camera,id_camtrap_gps,date_installation,date_retrieving,id_trail,latr_id,latitude,longitude,id_video,date_video_mmddyyyy,time_video,total_time_sec,time_specific_sec,order,family,genus,scientific_name,interaction_latrine,interaction,tapir_defecating,x_adults,x_juveniles,observation
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_dec-jan (11),2021-12-21T00:00:00Z,1899-12-31T12:05:23Z,10,NA,Artiodactyla ,Cervidae,Mazama,Mazama_sp,0,non-foraging,0,1,0,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_dec-jan (12),2021-12-22T00:00:00Z,1899-12-31T06:20:15Z,10,10,Rodentia,Sciuridae,Guerlinguetus,Guerlinguetus_brasiliensis,1,foraging,0,1,0,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_dec-jan (20-21),2022-01-08T00:00:00Z,1899-12-31T18:50:37Z,10,NA,Artiodactyla ,Tapiridae,Tapirus,Tapirus_terrestris,1,defecating,1,1,0,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_dec-jan (22),2022-01-11T00:00:00Z,1899-12-31T01:22:21Z,10,NA,Didelphimorphia,Didelphidae,Marmosops,Marmosops_incanus,0,non-foraging,0,1,0,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_dec-jan (23),2022-01-11T00:00:00Z,1899-12-31T03:18:14Z,10,NA,Didelphimorphia,Didelphidae,Marmosops,Marmosops_incanus,0,non-foraging,0,1,0,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_dec-jan (26),2022-01-14T00:00:00Z,1899-12-31T11:30:01Z,10,10,Tinamiformes,Tinamidae,Tinamus,Tinamus_solitarius,1,foraging,0,1,0,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_dec-jan (27),2022-01-14T00:00:00Z,1899-12-31T11:30:19Z,10,NA,Tinamiformes,Tinamidae,Tinamus,Tinamus_solitarius,0,non-foraging,0,1,0,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_dec-jan (29),2022-01-15T00:00:00Z,1899-12-31T07:51:42Z,10,3,Columbiformes,Columbidae,Geotrygon,Geotrygon_montana,1,foraging,0,1,0,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_dec-jan (30),2022-01-17T00:00:00Z,1899-12-31T04:14:31Z,10,NA,Didelphimorphia,Didelphidae,Marmosops,Marmosops_incanus,0,non-foraging,0,1,0,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (6),2022-01-17T00:00:00Z,1899-12-31T20:27:09Z,10,NA,Didelphimorphia,Didelphidae,Metachirus,Metachirus_nudicaudatus,0,non-foraging,0,1,0,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (8),2022-01-18T00:00:00Z,1899-12-31T23:16:26Z,10,NA,Didelphimorphia,Didelphidae,Didelphis,Didelphis_aurita,0,non-foraging,0,1,0,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (9),2022-01-18T00:00:00Z,1899-12-31T23:17:03Z,10,NA,Didelphimorphia,Didelphidae,Didelphis,Didelphis_aurita,0,non-foraging,0,1,0,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (10),2022-01-18T00:00:00Z,1899-12-31T23:24:18Z,10,NA,Didelphimorphia,Didelphidae,Didelphis,Didelphis_aurita,0,non-foraging,0,1,0,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (11),2022-01-19T00:00:00Z,1899-12-31T16:13:41Z,10,NA,Passeriformes,Formicariidae,Chamaeza,Chamaeza_campanisona,0,non-foraging,0,1,0,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (13),2022-01-19T00:00:00Z,1899-12-31T20:16:11Z,10,NA,Didelphimorphia,Didelphidae,Metachirus,Metachirus_nudicaudatus,0,non-foraging,0,1,0,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (14),2022-01-19T00:00:00Z,1899-12-31T21:33:16Z,10,8,Didelphimorphia,Didelphidae,Metachirus,Metachirus_nudicaudatus,1,foraging,0,1,0,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (15),2022-01-19T00:00:00Z,1899-12-31T21:33:56Z,10,6,Didelphimorphia,Didelphidae,Metachirus,Metachirus_nudicaudatus,1,foraging,0,1,0,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (17),2022-01-20T00:00:00Z,1899-12-31T11:58:28Z,10,NA,Passeriformes,Formicariidae,Chamaeza,Chamaeza_campanisona,0,non-foraging,0,1,0,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (18),2022-01-20T00:00:00Z,1899-12-31T18:03:17Z,10,NA,Tinamiformes,Tinamidae,Tinamus,Tinamus_solitarius,0,non-foraging,0,1,1,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (19),2022-01-20T00:00:00Z,1899-12-31T18:04:15Z,10,NA,Tinamiformes,Tinamidae,Tinamus,Tinamus_solitarius,0,non-foraging,0,1,1,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (20),2022-01-20T00:00:00Z,1899-12-31T21:34:33Z,10,NA,Didelphimorphia,Didelphidae,Metachirus,Metachirus_nudicaudatus,0,non-foraging,0,1,0,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (21),2022-01-21T00:00:00Z,1899-12-31T20:58:05Z,10,NA,Didelphimorphia,Didelphidae,Metachirus,Metachirus_nudicaudatus,0,non-foraging,0,1,0,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (22),2022-01-21T00:00:00Z,1899-12-31T22:51:41Z,10,NA,Didelphimorphia,Didelphidae,Metachirus,Metachirus_nudicaudatus,0,non-foraging,0,1,0,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (23),2022-01-22T00:00:00Z,1899-12-31T20:09:59Z,10,NA,Rodentia,rat,rat,rat,0,non-foraging,0,1,0,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (24),2022-01-24T00:00:00Z,1899-12-31T10:48:05Z,10,NA,Passeriformes,Formicariidae,Chamaeza,Chamaeza_campanisona,0,non-foraging,0,1,0,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (25,2022-01-25T00:00:00Z,1899-12-31T10:39:52Z,10,3,Tinamiformes,Tinamidae,Tinamus,Tinamus_solitarius,1,foraging,0,1,4,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (26,2022-01-25T00:00:00Z,1899-12-31T10:40:02Z,10,6,Tinamiformes,Tinamidae,Tinamus,Tinamus_solitarius,1,foraging,0,1,4,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (27,2022-01-25T00:00:00Z,1899-12-31T10:40:12Z,10,8,Tinamiformes,Tinamidae,Tinamus,Tinamus_solitarius,1,foraging,0,1,4,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (28,2022-01-25T00:00:00Z,1899-12-31T10:40:30Z,10,10,Tinamiformes,Tinamidae,Tinamus,Tinamus_solitarius,1,foraging,0,1,4,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (29,2022-01-25T00:00:00Z,1899-12-31T10:40:43Z,10,10,Tinamiformes,Tinamidae,Tinamus,Tinamus_solitarius,1,foraging,0,1,4,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (30,2022-01-25T00:00:00Z,1899-12-31T10:40:56Z,10,10,Tinamiformes,Tinamidae,Tinamus,Tinamus_solitarius,1,foraging,0,1,4,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (31,2022-01-25T00:00:00Z,1899-12-31T10:41:13Z,10,6,Tinamiformes,Tinamidae,Tinamus,Tinamus_solitarius,1,foraging,0,1,4,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (37,2022-01-29T00:00:00Z,1899-12-31T18:34:06Z,10,NA,Tinamiformes,Tinamidae,Tinamus,Tinamus_solitarius,0,non-foraging,0,1,1,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (38,2022-01-29T00:00:00Z,1899-12-31T18:34:28Z,10,NA,Tinamiformes,Tinamidae,Tinamus,Tinamus_solitarius,0,non-foraging,0,1,1,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (39),2022-01-31T00:00:00Z,1899-12-31T21:49:33Z,10,NA,Rodentia,rat,rat,rat,0,non-foraging,0,1,0,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (40,2022-02-02T00:00:00Z,1899-12-31T15:28:18Z,10,3,Galliformes,Odontophoridae,Odontophorus,Odontophorus_capueira,1,foraging,0,4,4,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (41,2022-02-02T00:00:00Z,1899-12-31T15:30:19Z,10,10,Galliformes,Odontophoridae,Odontophorus,Odontophorus_capueira,1,foraging,0,4,4,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (42,2022-02-02T00:00:00Z,1899-12-31T15:31:07Z,10,10,Galliformes,Odontophoridae,Odontophorus,Odontophorus_capueira,1,foraging,0,4,4,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (43,2022-02-02T00:00:00Z,1899-12-31T15:32:41Z,10,10,Galliformes,Odontophoridae,Odontophorus,Odontophorus_capueira,1,foraging,0,4,4,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (44,2022-02-02T00:00:00Z,1899-12-31T15:32:53Z,10,10,Galliformes,Odontophoridae,Odontophorus,Odontophorus_capueira,1,foraging,0,4,4,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (45,2022-02-02T00:00:00Z,1899-12-31T15:33:18Z,10,10,Galliformes,Odontophoridae,Odontophorus,Odontophorus_capueira,1,foraging,0,4,4,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (46,2022-02-02T00:00:00Z,1899-12-31T15:37:18Z,10,10,Galliformes,Odontophoridae,Odontophorus,Odontophorus_capueira,1,foraging,0,4,4,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (47,2022-02-02T00:00:00Z,1899-12-31T15:37:58Z,10,10,Galliformes,Odontophoridae,Odontophorus,Odontophorus_capueira,1,foraging,0,4,4,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (48,2022-02-02T00:00:00Z,1899-12-31T15:38:16Z,10,10,Galliformes,Odontophoridae,Odontophorus,Odontophorus_capueira,1,foraging,0,4,4,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (49,2022-02-02T00:00:00Z,1899-12-31T15:38:40Z,10,10,Galliformes,Odontophoridae,Odontophorus,Odontophorus_capueira,1,foraging,0,4,4,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (50,2022-02-02T00:00:00Z,1899-12-31T15:40:57Z,10,10,Galliformes,Odontophoridae,Odontophorus,Odontophorus_capueira,1,foraging,0,4,4,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (51,2022-02-02T00:00:00Z,1899-12-31T15:41:10Z,10,10,Galliformes,Odontophoridae,Odontophorus,Odontophorus_capueira,1,foraging,0,4,4,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (52,2022-02-02T00:00:00Z,1899-12-31T15:42:10Z,10,10,Galliformes,Odontophoridae,Odontophorus,Odontophorus_capueira,1,foraging,0,4,4,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (53,2022-02-02T00:00:00Z,1899-12-31T15:43:01Z,10,10,Galliformes,Odontophoridae,Odontophorus,Odontophorus_capueira,1,foraging,0,4,4,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (54,2022-02-02T00:00:00Z,1899-12-31T15:43:21Z,10,10,Galliformes,Odontophoridae,Odontophorus,Odontophorus_capueira,1,foraging,0,4,4,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (55,2022-02-02T00:00:00Z,1899-12-31T15:44:25Z,10,10,Galliformes,Odontophoridae,Odontophorus,Odontophorus_capueira,1,foraging,0,4,4,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (56,2022-02-02T00:00:00Z,1899-12-31T15:45:07Z,10,10,Galliformes,Odontophoridae,Odontophorus,Odontophorus_capueira,1,foraging,0,4,4,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (57,2022-02-02T00:00:00Z,1899-12-31T15:45:25Z,10,10,Galliformes,Odontophoridae,Odontophorus,Odontophorus_capueira,1,foraging,0,4,4,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (58,2022-02-02T00:00:00Z,1899-12-31T15:45:37Z,10,10,Galliformes,Odontophoridae,Odontophorus,Odontophorus_capueira,1,foraging,0,4,4,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (59,2022-02-02T00:00:00Z,1899-12-31T15:46:00Z,10,10,Galliformes,Odontophoridae,Odontophorus,Odontophorus_capueira,1,foraging,0,4,4,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (60,2022-02-02T00:00:00Z,1899-12-31T15:46:09Z,10,10,Galliformes,Odontophoridae,Odontophorus,Odontophorus_capueira,1,foraging,0,4,4,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (61,2022-02-02T00:00:00Z,1899-12-31T15:46:27Z,10,10,Galliformes,Odontophoridae,Odontophorus,Odontophorus_capueira,1,foraging,0,4,4,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (62,2022-02-02T00:00:00Z,1899-12-31T15:46:35Z,10,10,Galliformes,Odontophoridae,Odontophorus,Odontophorus_capueira,1,foraging,0,4,4,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (63,2022-02-02T00:00:00Z,1899-12-31T15:50:58Z,10,10,Galliformes,Odontophoridae,Odontophorus,Odontophorus_capueira,1,foraging,0,4,4,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (64),2022-02-02T00:00:00Z,1899-12-31T02:50:37Z,10,NA,Didelphimorphia,Didelphidae,Metachirus,Metachirus_nudicaudatus,0,non-foraging,0,1,0,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (66),2022-02-02T00:00:00Z,1899-12-31T04:04:12Z,10,NA,Didelphimorphia,Didelphidae,Metachirus,Metachirus_nudicaudatus,0,non-foraging,0,1,0,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (67,2022-02-02T00:00:00Z,1899-12-31T12:32:32Z,10,NA,Tinamiformes,Tinamidae,Tinamus,Tinamus_solitarius,0,non-foraging,0,1,3,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (68,2022-02-02T00:00:00Z,1899-12-31T12:32:42Z,10,NA,Tinamiformes,Tinamidae,Tinamus,Tinamus_solitarius,0,non-foraging,0,1,3,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (69,2022-02-02T00:00:00Z,1899-12-31T12:33:00Z,10,NA,Tinamiformes,Tinamidae,Tinamus,Tinamus_solitarius,0,non-foraging,0,1,3,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (70,2022-02-02T00:00:00Z,1899-12-31T12:33:29Z,10,NA,Tinamiformes,Tinamidae,Tinamus,Tinamus_solitarius,0,non-foraging,0,1,3,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (71,2022-02-02T00:00:00Z,1899-12-31T12:33:58Z,10,NA,Tinamiformes,Tinamidae,Tinamus,Tinamus_solitarius,0,non-foraging,0,1,3,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (72,2022-02-02T00:00:00Z,1899-12-31T12:34:40Z,10,NA,Tinamiformes,Tinamidae,Tinamus,Tinamus_solitarius,0,non-foraging,0,1,3,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (73,2022-02-02T00:00:00Z,1899-12-31T12:34:55Z,10,NA,Tinamiformes,Tinamidae,Tinamus,Tinamus_solitarius,0,non-foraging,0,1,3,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (74,2022-02-02T00:00:00Z,1899-12-31T12:35:16Z,10,NA,Tinamiformes,Tinamidae,Tinamus,Tinamus_solitarius,0,non-foraging,0,1,3,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (75,2022-02-02T00:00:00Z,1899-12-31T12:35:39Z,10,NA,Tinamiformes,Tinamidae,Tinamus,Tinamus_solitarius,0,non-foraging,0,1,3,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (76,2022-02-02T00:00:00Z,1899-12-31T12:36:00Z,10,NA,Tinamiformes,Tinamidae,Tinamus,Tinamus_solitarius,0,non-foraging,0,1,3,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (77,2022-02-02T00:00:00Z,1899-12-31T12:36:17Z,10,NA,Tinamiformes,Tinamidae,Tinamus,Tinamus_solitarius,0,non-foraging,0,1,3,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (78),2022-02-03T00:00:00Z,1899-12-31T18:12:44Z,10,NA,Passeriformes,Furnariidae,Philydor,Phylydor_atricapillus,0,non-foraging,0,1,0,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (79),2022-02-03T00:00:00Z,1899-12-31T18:38:51Z,10,NA,Passeriformes,Formicariidae,Chamaeza,Chamaeza_campanisona,0,non-foraging,0,1,0,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (81,2022-02-04T00:00:00Z,1899-12-31T09:26:17Z,10,10,Rodentia,Sciuridae,Guerlinguetus,Guerlinguetus_brasiliensis,1,foraging,0,1,0,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (82,2022-02-04T00:00:00Z,1899-12-31T09:28:13Z,10,8,Rodentia,Sciuridae,Guerlinguetus,Guerlinguetus_brasiliensis,1,foraging,0,1,0,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (83,2022-02-04T00:00:00Z,1899-12-31T09:28:36Z,10,10,Rodentia,Sciuridae,Guerlinguetus,Guerlinguetus_brasiliensis,1,foraging,0,1,0,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (85,2022-02-04T00:00:00Z,1899-12-31T09:42:46Z,10,8,Rodentia,Sciuridae,Guerlinguetus,Guerlinguetus_brasiliensis,1,foraging,0,1,0,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (86),2022-02-05T00:00:00Z,1899-12-31T09:53:19Z,10,NA,Passeriformes,Formicariidae,Chamaeza,Chamaeza_campanisona,0,non-foraging,0,1,0,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (87),2022-02-06T00:00:00Z,1899-12-31T09:18:54Z,10,10,Rodentia,Sciuridae,Guerlinguetus,Guerlinguetus_brasiliensis,1,foraging,0,1,0,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (90),2022-02-08T00:00:00Z,1899-12-31T22:04:50Z,10,NA,Didelphimorphia,Didelphidae,Metachirus,Metachirus_nudicaudatus,0,non-foraging,0,1,0,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (93),2022-02-09T00:00:00Z,1899-12-31T12:40:03Z,10,NA,Passeriformes,Formicariidae,Chamaeza,Chamaeza_campanisona,0,non-foraging,0,1,0,NA
CBSP,#68,Camtrap_04,2021-12-08T00:00:00Z,2022-06-26T00:00:00Z,Taquaral,LATR_002,-24.0635,-47.987749,LATR_002_jan-feb (94),2022-02-09T00:00:00Z,1899-12-31T18:26:56Z,10,NA,Passeriformes,Furnariidae,Automolus,Automolus_leucophthalmus,0,non-foraging,0,1,0,NA
